Marque,Model,Année,Code Postal,Carburant,Emission Co2,Transmission,nbPortes,nbPlace,Kilométrage,Prix
JEEP RENEGADE,(2) 1.6 I MULTIJET 130 BROOKLYN EDITION BVM6,2023,18,Diesel,130-180,Manuelle,5,5,60 088 ,15 350 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,86,Diesel,130-180,Manuelle,5,5,47 697 ,18 280 
JEEP COMPASS 2,II (2) 1.6 MJET 130 S,2023,18,Diesel,130-180,Manuelle,5,5,12 093 ,33 860 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2019,13,Diesel,130-180,Manuelle,5,5,92 260 ,23 920 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BV6,2017,62,Diesel,130-180,Manuelle,5,5,45 996 ,17 740 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,13,Diesel,130-180,Manuelle,5,5,56 396 ,18 130 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2021,31,Diesel,130-180,Manuelle,5,5,31 000 ,16 920 
BMW X4 F26,(F26) XDRIVE20D 190 LOUNGE PLUS BVM6,2013,47,Diesel,130-180,Manuelle,5,5,27 686 ,16 780 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS,2021,94,Diesel,130-180,Manuelle,5,5,38 742 ,27 020 
NISSAN X-TRAIL 3,III 1.6 DCI 130 TEKNA ALL-MODE 4X4-I,2016,45,Diesel,130-180,Manuelle,5,5,106 480 ,18 130 
CITROEN C4 AIRCROSS,1.8 E-HDI 150 CONFORT 4X4 BV6,2013,69,Diesel,130-180,Manuelle,5,5,22 752 ,18 850 
MITSUBISHI ASX,(2) 1.8 DI-D 150 CLEARTEC 4WD INVITE,2012,71,Diesel,130-180,Manuelle,5,5,56 345 ,21 400 
FORD KUGA 3,III 1.5 ECOBLUE 120 7CV TITANIUM,2019,59,Diesel,130-180,Manuelle,5,5,21 446 ,24 040 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S STYLE,2020,84,Diesel,130-180,Manuelle,5,5,61 950 ,34 560 
FORD FOCUS C-MAX,1.8 TDCI 115 7CV GHIA,2006,95,Diesel,130-180,Manuelle,5,5,27 724 ,24 340 
NISSAN QASHQAI 2,II (2) 1.6 DCI 130 ALL-MODE 4X4 N-CONNECTA,2016,78,Diesel,130-180,Manuelle,5,5,91 798 ,23 220 
OPEL COMBO 4 LIFE,IV 1.5 DIESEL 100 START/STOP L1H1 EDITION,2022,63,Diesel,130-180,Manuelle,5,5,33 600 ,22 380 
OPEL INSIGNIA 2 GRAND SPORT,II 1.6 DIESEL 136 ELITE,2016,79,Diesel,130-180,Manuelle,5,5,125 852 ,12 950 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,57,Diesel,130-180,Manuelle,5,5,16 438 ,12 630 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY LOUNGE,2017,64,Diesel,130-180,Manuelle,5,5,77 477 ,30 400 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2,2021,93,Diesel,130-180,Manuelle,5,5,3 717 ,21 820 
JEEP COMPASS 2,II (2) 1.6 MJET 130 LIMITED,2022,18,Diesel,130-180,Manuelle,5,5,148 822 ,10 870 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,75,Diesel,130-180,Manuelle,5,5,9 ,26 220 
VOLVO XC60,D3 DRIVE 163 MOMENTUM,2014,51,Diesel,130-180,Manuelle,5,5,27 539 ,26 730 
NISSAN X-TRAIL 3,III 1.6 DCI 130 N-CONNECTA,2015,40,Diesel,130-180,Manuelle,5,5,63 584 ,32 140 
NISSAN QASHQAI 2,II 1.5 DCI 115 N-CONNECTA,2019,79,Diesel,130-180,Manuelle,5,5,30 211 ,14 300 
JEEP COMPASS 2,II (2) 1.6 MJET 131 80TH ANNIVERSARY,2023,18,Diesel,130-180,Manuelle,5,5,35 497 ,22 000 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2,2021,2,Diesel,130-180,Manuelle,5,5,17 725 ,18 730 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2019,59,Diesel,130-180,Manuelle,5,5,8 238 ,21 860 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV FEEL BV6,2022,59,Diesel,130-180,Manuelle,5,5,33 394 ,16 920 
MAZDA CX-5 (2E GENERATION),II 2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,2021,12,Diesel,130-180,Manuelle,5,5,29 636 ,34 700 
JEEP COMPASS 2,II (2) 1.6 MJET 131 80TH ANNIVERSARY,2020,41,Diesel,130-180,Manuelle,5,5,56 891 ,22 550 
RENAULT KANGOO 2,II (2) 1.5 BLUE DCI 115 INTENS,2020,78,Diesel,130-180,Manuelle,5,5,68 024 ,34 630 
CITROEN C3 AIRCROSS,1.5 BLUEHDI 110 S&S SHINE BV6,2021,63,Diesel,130-180,Manuelle,5,5,10 315 ,27 000 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2020,62,Diesel,130-180,Manuelle,5,5,233 181 ,11 680 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2021,92,Diesel,130-180,Manuelle,5,5,159 365 ,11 030 
FORD KUGA 3,III 2.0 ECOBLUE 150 MHEV ST LINE,2021,59,Diesel,130-180,Manuelle,5,5,10 989 ,17 260 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 150 INTENS,2020,24,Diesel,130-180,Manuelle,5,5,122 527 ,18 580 
JEEP RENEGADE,(2) 2.0 MULTIJET S&S 140 AWD LIMITED,2020,31,Diesel,130-180,Manuelle,5,5,18 006 ,31 800 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 INTENS,2019,24,Diesel,130-180,Manuelle,5,5,41 685 ,27 810 
FIAT 500 X,(2) 1.6 MULTIJET 130 YACHT CLUB CAPRI,2022,59,Diesel,130-180,Manuelle,5,5,3 074 ,26 270 
KIA SPORTAGE 4,IV 2.0 CRDI 136 GT LINE 4WD,2015,2,Diesel,130-180,Manuelle,5,5,89 505 ,12 740 
RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS 4WD,2018,59,Diesel,130-180,Manuelle,5,5,110 447 ,12 700 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,49,Diesel,130-180,Manuelle,5,5,34 068 ,29 960 
PEUGEOT 807,2.0 HDI 136 FAP PREMIUM PACK BVM6,2010,28,Diesel,130-180,Manuelle,5,5,10 109 ,28 860 
SKODA KAROQ,1.6 TDI 116 AMBITION,2019,93,Diesel,130-180,Manuelle,5,5,45 352 ,19 710 
KIA SPORTAGE 3,III 1.7 CRDI 115 STYLE 2WD,2010,6,Diesel,130-180,Manuelle,5,5,49 270 ,20 500 
KIA SPORTAGE 4,IV (2) 1.6 CRDI 136 MHEV ACTIVE BUSINESS 2WD,2020,34,Diesel,130-180,Manuelle,5,5,72 293 ,26 760 
JEEP COMPASS 2,II 1.6 MULTIJET 120 BROOKLYN EDITION,2020,27,Diesel,130-180,Manuelle,5,5,22 152 ,20 850 
JEEP RENEGADE,1.6 MULTIJET 120 LIMITED,2021,30,Diesel,130-180,Manuelle,5,5,113 355 ,15 120 
BMW X1 E84,(E84) XDRIVE20D 177 CONFORT,2010,74,Diesel,130-180,Manuelle,5,5,35 800 ,16 830 
JEEP RENEGADE,1.6 MULTIJET 120 LIMITED,2022,28,Diesel,130-180,Manuelle,5,5,40 110 ,21 500 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2019,91,Diesel,130-180,Manuelle,5,5,27 582 ,26 710 
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV GT LINE,2021,17,Diesel,130-180,Manuelle,5,5,43 440 ,23 500 
SKODA KAROQ,2.0 TDI 150 SCR BUSINESS,2019,33,Diesel,130-180,Manuelle,5,5,76 024 ,16 940 
MAZDA CX-5,(2) 2.2 SKYACTIV-D 150 DYNAMIQUE 4X4,2018,77,Diesel,130-180,Manuelle,5,5,5 991 ,36 490 
NISSAN X-TRAIL 3,III 1.6 DCI 130 N-CONNECTA ALL-MODE 4X4-I,2017,51,Diesel,130-180,Manuelle,5,5,18 098 ,34 100 
JEEP COMPASS 2,II (2) 1.6 MJET 131 80TH ANNIVERSARY,2020,30,Diesel,130-180,Manuelle,5,5,12 ,33 460 
VOLKSWAGEN GOLF PLUS,(2) 2.0 TDI 110 FAP CONFORTLINE,2010,28,Diesel,130-180,Manuelle,5,5,105 840 ,41 420 
OPEL INSIGNIA 2 SPORTS TOURER,II SPORTS TOURER 2.0 DIESEL 170 9CV ELITE,2020,59,Diesel,130-180,Manuelle,5,5,26 004 ,17 650 
CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 S&S FEEL PACK BV6,2020,4,Diesel,130-180,Manuelle,5,5,4 303 ,17 990 
MAZDA CX-5,2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,2012,74,Diesel,130-180,Manuelle,5,5,132 014 ,15 490 
FORD KUGA 3,III 2.0 ECOBLUE 150 MHEV 8CV TITANIUM,2020,92,Diesel,130-180,Manuelle,5,5,56 300 ,19 980 
FORD KUGA 3,III 2.0 ECOBLUE 150 MHEV TITANIUM,2019,59,Diesel,130-180,Manuelle,5,5,65 579 ,28 480 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2022,26,Diesel,130-180,Manuelle,5,5,44 741 ,26 290 
BMW X1 E84,(E84) (2) XDRIVE20D 184 LOUNGE PLUS,2012,86,Diesel,130-180,Manuelle,5,5,10 ,20 490 
ALFA ROMEO GIULIETTA 3,III (3) 1.6 JTDM 120 S/S SUPER,2021,34,Diesel,130-180,Manuelle,5,5,31 535 ,19 490 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 SPORTLINE BUSINESS,2013,50,Diesel,130-180,Manuelle,5,5,152 314 ,12 490 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE CONFORT 4X4 E6U,2022,56,Diesel,130-180,Manuelle,5,5,28 320 ,19 990 
FORD KUGA,2.0 TDCI 140 DPF 4X4 TITANIUM BVM6,2010,45,Diesel,130-180,Manuelle,5,5,49 849 ,21 490 
DACIA DUSTER 2,II 1.5 BLUE DCI 115 4X2 15 ANS E6U,2022,81,Diesel,130-180,Manuelle,5,5,29 250 ,17 700 
HYUNDAI IX35,(2) 1.7 CRDI 115 PACK BUSINESS BLUE DRIVE,2012,95,Diesel,130-180,Manuelle,5,5,36 747 ,14 990 
FIAT QUBO,(2) 1.3 MULTIJET 16V 80 TREKKING,2018,8,Diesel,130-180,Manuelle,5,5,56 871 ,16 990 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2021,13,Diesel,130-180,Manuelle,5,5,8 402 ,18 490 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS,2021,54,Diesel,130-180,Manuelle,5,5,12 150 ,29 900 
JEEP COMPASS 2,II (2) 1.6 MJET 130 LONGITUDE PACK BUSINESS,2021,18,Diesel,130-180,Manuelle,5,5,140 300 ,5 980 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS,2021,59,Diesel,130-180,Manuelle,5,5,46 236 ,13 990 
OPEL COMBO 4 LIFE,IV 1.5 DIESEL 100 START/STOP L1H1 EDITION,2020,79,Diesel,130-180,Manuelle,5,5,77 650 ,23 480 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EDITION 4MOTION BV6,2017,33,Diesel,130-180,Manuelle,5,5,10 ,28 300 
FORD KUGA 3,III 1.5 ECOBLUE 120 TITANIUM,2017,13,Diesel,130-180,Manuelle,5,5,63 664 ,24 490 
OPEL GRANDLAND X,1.5 DIESEL 131 7CV EDITION,2020,86,Diesel,130-180,Manuelle,5,5,154 300 ,10 490 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2022,74,Diesel,130-180,Manuelle,5,5,21 530 ,21 690 
CITROEN BERLINGO 3 MULTISPACE,III TAILLE XL 1.5 BLUEHDI 130 S&S FEEL BV6,2021,37,Diesel,130-180,Manuelle,5,5,6 895 ,22 990 
NISSAN JUKE,1.5 DCI 110 FAP ACENTA,2011,31,Diesel,130-180,Manuelle,5,5,50 990 ,22 900 
JAGUAR F-PACE,2.0 D 180 PURE,2016,91,Diesel,130-180,Manuelle,5,5,20 442 ,17 489 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,13,Diesel,130-180,Manuelle,5,5,137 317 ,5 489 
RENAULT KADJAR,(2) 1.7 DCI 150 BLUE 4X4 INTENS,2018,72,Diesel,130-180,Manuelle,5,5,16 226 ,22 980 
KIA SPORTAGE 3,III 1.7 CRDI 115 PREMIUM 2WD,2015,40,Diesel,130-180,Manuelle,5,5,13 661 ,17 980 
AUDI Q2,30 TDI 116 SPORT LIMITED,2021,59,Diesel,130-180,Manuelle,5,5,62 141 ,20 490 
MAZDA CX-5 (2E GENERATION),II 2.2 SKYACTIV-D 150 DYNAMIQUE 4X2,2019,34,Diesel,130-180,Manuelle,5,5,105 890 ,15 990 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE PACK,2020,87,Diesel,130-180,Manuelle,5,5,6 684 ,17 990 
PEUGEOT RIFTER,1.5 BLUEHDI 130 S&S ALLURE PACK,2022,64,Diesel,130-180,Manuelle,5,5,62 137 ,14 290 
RENAULT KADJAR,(2) 1.7 DCI 150 BLUE 4X4 INTENS,2020,92,Diesel,130-180,Manuelle,5,5,115 751 ,11 980 
FIAT 500 X,(2) 1.6 MULTIJET 120 SPORT,2022,69,Diesel,130-180,Manuelle,5,5,20 356 ,14 490 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2019,92,Diesel,130-180,Manuelle,5,5,109 103 ,10 990 
FORD KUGA 2,II (2) 2.0 TDCI 150 S&S 4X2 VIGNALE,2017,84,Diesel,130-180,Manuelle,5,5,11 598 ,20 990 
FORD KUGA 3,III 2.0 ECOBLUE 150 MHEV ST LINE BUSINESS,2020,94,Diesel,130-180,Manuelle,5,5,9 513 ,24 000 
CITROEN C4 AIRCROSS,1.6 HDI 115 S&S 4X4 CONFORT BV6,2014,45,Diesel,130-180,Manuelle,5,5,10 ,24 490 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV FEEL BV6,2022,74,Diesel,130-180,Manuelle,5,5,7 055 ,26 590 
PEUGEOT RIFTER,1.5 BLUEHDI 100 S&S STYLE,2022,6,Diesel,130-180,Manuelle,5,5,91 742 ,14 990 
JEEP RENEGADE,(2) 1.6 MJET S&S 130 7CV 80TH ANNIVERSARY,2020,18,Diesel,130-180,Manuelle,5,5,6 000 ,16 690 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2019,76,Diesel,130-180,Manuelle,5,5,18 262 ,14 990 
RENAULT SCENIC 4,IV 1.7 BLUE DCI 120 BUSINESS,2021,62,Diesel,130-180,Manuelle,5,5,136 347 ,19 990 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT,2022,79,Diesel,130-180,Manuelle,5,5,32 774 ,26 990 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X4,2022,81,Diesel,130-180,Manuelle,5,5,73 301 ,21 500 
PEUGEOT 3008,(2) 2.0 BLUEHDI 150 S&S 8CV ALLURE,2009,71,Diesel,130-180,Manuelle,5,5,21 520 ,25 990 
PEUGEOT 3008,(2) 2.0 HDI 150 FAP BUSINESS PACK BVM6,2013,34,Diesel,130-180,Manuelle,5,5,37 748 ,17 990 
AUDI Q2,(2) 30 TDI 116 6CV S LINE,2020,86,Diesel,130-180,Manuelle,5,5,7 450 ,18 500 
RENAULT KOLEOS 2,II 2.0 DCI 175 ENERGY ZEN 4X4,2018,51,Diesel,130-180,Manuelle,5,5,21 508 ,29 400 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,69,Diesel,130-180,Manuelle,5,5,1 200 ,19 599 
KIA SPORTAGE 3,III 2.0 CRDI 136 SERIE LIMITEE 2WD,2016,10,Diesel,130-180,Manuelle,5,5,20 500 ,24 890 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2019,2,Diesel,130-180,Manuelle,5,5,65 650 ,19 900 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT,2014,77,Diesel,130-180,Manuelle,5,5,7 662 ,16 780 
RENAULT KADJAR,(2) 1.7 DCI 150 BLUE 4X4 INTENS,2018,31,Diesel,130-180,Manuelle,5,5,85 380 ,14 690 
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 218D M SPORT,2021,30,Diesel,130-180,Manuelle,5,5,71 093 ,18 900 
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE,2021,74,Diesel,130-180,Manuelle,5,5,20 ,29 990 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE BV6,2020,86,Diesel,130-180,Manuelle,5,5,14 229 ,21 990 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2022,78,Diesel,130-180,Manuelle,5,5,137 738 ,11 980 
CITROEN BERLINGO 3 MULTISPACE,III TAILLE M 1.5 BLUEHDI 100 S&S FEEL,2020,59,Diesel,130-180,Manuelle,5,5,113 900 ,13 490 
LAND ROVER RANGE ROVER EVOQUE,ED4 PURE 4X2,2013,54,Diesel,130-180,Manuelle,5,5,47 117 ,14 990 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT,2022,41,Diesel,130-180,Manuelle,5,5,23 120 ,17 480 
HYUNDAI IX35,(2) 1.7 CRDI 115 PACK PREMIUM LIMITED BLUE,2015,92,Diesel,130-180,Manuelle,5,5,83 604 ,17 490 
FIAT 500 X,(2) 1.6 MULTIJET 130 HEY GOOGLE,2022,59,Diesel,130-180,Manuelle,5,5,88 870 ,11 990 
SSANGYONG KORANDO 2,II (2) 2.2 E-XDI 2WD PACK SPORT,2017,27,Diesel,130-180,Manuelle,5,5,77 764 ,11 990 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S STYLE,2020,41,Diesel,130-180,Manuelle,5,5,101 470 ,12 490 
NISSAN QASHQAI,(2) 1.6 DCI 130 STOP/START 360 ALL-MODE,2013,10,Diesel,130-180,Manuelle,5,5,3 668 ,18 490 
FIAT 500 X,(2) 1.6 MULTIJET 130 7CV CROSS 4X2,2022,59,Diesel,130-180,Manuelle,5,5,63 308 ,21 290 
BMW X3 F25,(F25) (2) SDRIVE18D 150 XLINE,2018,24,Diesel,130-180,Manuelle,5,5,58 850 ,19 590 
KIA SPORTAGE 3,III 1.7 CRDI 115 ISG ACTIVE 2WD,2016,77,Diesel,130-180,Manuelle,5,5,19 580 ,16 889 
PEUGEOT RIFTER,1.5 BLUEHDI 100 S&S ACTIVE PACK,2022,81,Diesel,130-180,Manuelle,5,5,81 382 ,16 990 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X4 E6U,2023,73,Diesel,130-180,Manuelle,5,5,108 500 ,11 490 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2020,79,Diesel,130-180,Manuelle,5,5,9 000 ,27 900 
DACIA DUSTER 2,II 1.5 BLUE DCI 115 PRESTIGE 4X2 E6U,2020,24,Diesel,130-180,Manuelle,5,5,51 886 ,24 900 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2022,59,Diesel,130-180,Manuelle,5,5,36 467 ,28 980 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2022,92,Diesel,130-180,Manuelle,5,5,51 465 ,18 990 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,62,Diesel,130-180,Manuelle,5,5,92 995 ,11 990 
MINI COUNTRYMAN 2,II (2) ONE D 116 6CV BV6,2019,59,Diesel,130-180,Manuelle,5,5,70 518 ,17 990 
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X4 E6U,2023,73,Diesel,130-180,Manuelle,5,5,38 500 ,19 900 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ALLURE PACK,2020,26,Diesel,130-180,Manuelle,5,5,142 920 ,5 290 
NISSAN X-TRAIL 3,III (2) 1.6 DCI 130 N-CONNECTA,2019,51,Diesel,130-180,Manuelle,5,5,70 900 ,29 020 
FORD KUGA 2,II 2.0 TDCI 150 S&S 4X4 TITANIUM,2017,60,Diesel,130-180,Manuelle,5,5,14 715 ,19 200 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,24,Diesel,130-180,Manuelle,5,5,30 880 ,28 270 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2022,54,Diesel,130-180,Manuelle,5,5,57 421 ,21 400 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT LINE,2019,63,Diesel,130-180,Manuelle,5,5,20 614 ,16 440 
AUDI Q3,2.0 TDI 177 ATTRACTION QUATTRO,2013,56,Diesel,130-180,Manuelle,5,5,36 015 ,15 730 
FIAT 500 X,(2) 1.6 MULTIJET 130 7CV SPORT,2022,13,Diesel,130-180,Manuelle,5,5,41 128 ,24 600 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2022,2,Diesel,130-180,Manuelle,5,5,51 920 ,21 230 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,2022,33,Diesel,130-180,Manuelle,5,5,32 635 ,19 240 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT,2022,41,Diesel,130-180,Manuelle,5,5,46 325 ,15 150 
BMW X1 F48,(F48) (2) SDRIVE18D XLINE,2019,62,Diesel,130-180,Manuelle,5,5,150 827 ,10 760 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,59,Diesel,130-180,Manuelle,5,5,51 100 ,23 500 
DACIA SANDERO STEPWAY,STEPWAY 1.5 DCI 70,2009,93,Diesel,130-180,Manuelle,5,5,57 456 ,22 210 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2022,54,Diesel,130-180,Manuelle,5,5,31 756 ,25 140 
AUDI Q3,2.0 TDI 140 AMBIENTE,2014,47,Diesel,130-180,Manuelle,5,5,35 022 ,22 020 
HYUNDAI KONA,(2) 1.6 CRDI 136 HYBRID 48V CREATIVE,2022,12,Diesel,130-180,Manuelle,5,5,46 025 ,18 040 
NISSAN QASHQAI 2,II 1.6 DCI 130 ALL-MODE 4X4-I TEKNA,2016,44,Diesel,130-180,Manuelle,5,5,22 806 ,20 810 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S GT LINE,2020,16,Diesel,130-180,Manuelle,5,5,30 240 ,18 740 
RENAULT KANGOO 2,II (2) 1.5 DCI 95 BLUE BUSINESS,2022,54,Diesel,130-180,Manuelle,5,5,118 222 ,14 870 
RENAULT KADJAR,(2) 1.7 BLUE DCI 150 SL BLACK EDITION,2018,60,Diesel,130-180,Manuelle,5,5,75 426 ,28 030 
VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT 4MOTION BV6,2017,50,Diesel,130-180,Manuelle,5,5,118 713 ,12 270 
SEAT LEON 2,II 2.0 TDI 170 FAP 9CV FR,2011,54,Diesel,130-180,Manuelle,5,5,8 659 ,26 200 
BMW X3 F25,(F25) (2) XDRIVE20D 190 LOUNGE,2017,52,Diesel,130-180,Manuelle,5,5,48 105 ,27 530 
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S C-SERIES BV6,2022,74,Diesel,130-180,Manuelle,5,5,87 211 ,19 340 
SKODA KAROQ,2.0 TDI 116 BUSINESS,2022,51,Diesel,130-180,Manuelle,5,5,91 537 ,27 900 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY R-EXCLUSIVE,2013,95,Diesel,130-180,Manuelle,5,5,90 296 ,17 900 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,51,Diesel,130-180,Manuelle,5,5,6 000 ,34 930 
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 110 BLUEMOTION TECHNOLOGY LOUNGE,2016,94,Diesel,130-180,Manuelle,5,5,18 189 ,19 410 
HYUNDAI TUCSON 3,III 2.0 CRDI 136 4WD EXECUTIVE,2017,13,Diesel,130-180,Manuelle,5,5,36 546 ,19 290 
NISSAN QASHQAI 2,II (2) 1.5 DCI 115 TEKNA+,2020,59,Diesel,130-180,Manuelle,5,5,86 492 ,20 810 
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S STYLE,2020,84,Diesel,130-180,Manuelle,5,5,124 872 ,23 550 
RENAULT KADJAR,(2) 1.5 DCI BLUE 115 INTENS,2020,54,Diesel,130-180,Manuelle,5,5,12 517 ,32 700 
