;Marque;Année;Code Postal;Carburant;Emission Co2;Transmission;nbPortes;nbPlace;Kilométrage;Prix
0;OPEL;2017;31;Diesel;130;Manuelle;5;5;119000;13900
1;VOLKSWAGEN;2011;55;Diesel;130;Manuelle;5;5;72330;13490
2;AUDI;2016;24;Diesel;130;Manuelle;5;5;114100;17990
3;OPEL;2016;66;Diesel;130;Manuelle;5;5;121019;10990
4;HONDA;2018;69;Diesel;130;Manuelle;5;5;88653;21300
5;OPEL;2020;55;Diesel;130;Manuelle;5;5;26569;19490
6;BMW;2016;28;Diesel;130;Manuelle;5;5;126220;17480
7;VOLKSWAGEN;2020;62;Diesel;130;Manuelle;5;5;13500;24990
8;MERCEDES;2016;66;Diesel;130;Manuelle;5;5;93050;21890
9;DACIA;2018;69;Diesel;130;Manuelle;5;5;36680;16490
10;DACIA;2013;11;Diesel;130;Manuelle;5;5;56264;10990
11;PEUGEOT;2016;24;Diesel;130;Manuelle;5;5;120096;13490
12;ALFA;2017;26;Diesel;130;Manuelle;5;5;89545;14490
13;JAGUAR;2019;66;Diesel;130;Manuelle;5;5;36578;24890
14;FORD;2018;35;Diesel;130;Manuelle;5;5;68812;20990
15;RENAULT;2019;91;Diesel;130;Manuelle;5;5;50426;18400
16;OPEL;2021;55;Diesel;130;Manuelle;5;5;15;20970
17;BMW;2017;66;Diesel;130;Manuelle;5;5;72914;23490
18;MINI;2012;66;Diesel;130;Manuelle;5;5;97100;16490
19;DACIA;2015;36;Diesel;130;Manuelle;5;5;117475;11090
20;LAND;2017;38;Diesel;130;Manuelle;5;5;73783;26490
21;BMW;2018;78;Diesel;130;Manuelle;5;5;105749;16290
22;CITROEN;2015;80;Diesel;130;Manuelle;5;5;182872;8890
23;MERCEDES;2014;66;Diesel;130;Manuelle;5;5;89742;17890
24;FORD;2020;91;Diesel;130;Manuelle;5;5;65789;13500
25;AUDI;2018;57;Diesel;130;Manuelle;5;5;59490;21480
26;JEEP;2018;24;Diesel;130;Manuelle;5;5;57177;20990
27;FIAT;2021;24;Diesel;130;Manuelle;5;5;100;21990
28;CITROEN;2021;47;Diesel;130;Manuelle;5;5;19802;20900
29;PEUGEOT;2014;80;Diesel;130;Manuelle;5;5;148783;10900
30;FIAT;2019;91;Diesel;130;Manuelle;5;5;33920;13200
31;VOLKSWAGEN;2017;57;Diesel;130;Manuelle;5;5;84000;15880
32;FORD;2016;35;Diesel;130;Manuelle;5;5;84953;20280
33;VOLKSWAGEN;2018;14;Diesel;130;Manuelle;5;5;22470;24660
34;SEAT;2016;6;Diesel;130;Manuelle;5;5;70018;20330
35;CITROEN;2021;30;Diesel;130;Manuelle;5;5;40026;16820
36;CITROEN;2020;13;Diesel;130;Manuelle;5;5;177;30660
37;BMW;2017;31;Diesel;130;Manuelle;5;5;65718;25100
38;JEEP;2020;30;Diesel;130;Manuelle;5;5;56119;28110
39;CITROEN;2022;77;Diesel;130;Manuelle;5;5;28316;23570
40;PEUGEOT;2013;47;Diesel;130;Manuelle;5;5;141434;11780
41;JAGUAR;2018;14;Diesel;130;Manuelle;5;5;53294;38660
42;RENAULT;2020;77;Diesel;130;Manuelle;5;5;84142;17010
43;OPEL;2019;26;Diesel;130;Manuelle;5;5;106198;21510
44;VOLKSWAGEN;2014;10;Diesel;130;Manuelle;5;5;149833;16360
45;PEUGEOT;2021;47;Diesel;130;Manuelle;5;5;23858;23520
46;AUDI;2017;31;Diesel;130;Manuelle;5;5;110172;23860
47;SEAT;2020;30;Diesel;130;Manuelle;5;5;2220;19960
48;CITROEN;2021;67;Diesel;130;Manuelle;5;5;62190;11970
49;OPEL;2021;65;Diesel;130;Manuelle;5;5;18362;21760
50;MERCEDES;2018;77;Diesel;130;Manuelle;5;5;48646;28170
51;BMW;2020;67;Diesel;130;Manuelle;5;5;66219;31550
52;RENAULT;2018;62;Diesel;130;Manuelle;5;5;40610;23180
53;MERCEDES;2021;44;Diesel;130;Manuelle;5;5;13691;34970
54;RENAULT;2018;44;Diesel;130;Manuelle;5;5;50528;20500
55;RENAULT;2019;91;Diesel;130;Manuelle;5;5;22453;18580
56;DACIA;2019;63;Diesel;130;Manuelle;5;5;90935;15920
57;AUDI;2017;29;Diesel;130;Manuelle;5;5;41114;31590
58;OPEL;2020;67;Diesel;130;Manuelle;5;5;5350;28460
59;CITROEN;2016;72;Diesel;130;Manuelle;5;5;65103;20140
60;RENAULT;2018;38;Diesel;130;Manuelle;5;5;23996;23980
61;OPEL;2017;69;Diesel;130;Manuelle;5;5;56244;18700
62;CITROEN;2020;44;Diesel;130;Manuelle;5;5;28075;20280
63;DACIA;2020;77;Diesel;130;Manuelle;5;5;7;25380
64;JEEP;2019;95;Diesel;130;Manuelle;5;5;63070;22230
65;RENAULT;2016;40;Diesel;130;Manuelle;5;5;122500;14980
66;BMW;2017;84;Diesel;130;Manuelle;5;5;75818;37320
67;DACIA;2022;77;Diesel;130;Manuelle;5;5;7;25590
68;CITROEN;2022;56;Diesel;130;Manuelle;5;5;10748;22870
69;KIA;2020;31;Diesel;130;Manuelle;5;5;12678;29740
70;DACIA;2020;27;Diesel;130;Manuelle;5;5;16;24810
71;CITROEN;2022;28;Diesel;130;Manuelle;5;5;31602;20100
72;PEUGEOT;2022;56;Diesel;130;Manuelle;5;5;16044;34960
73;FORD;2017;61;Diesel;130;Manuelle;5;5;90950;20960
74;FORD;2017;21;Diesel;130;Manuelle;5;5;89386;18880
75;NISSAN;2018;60;Diesel;130;Manuelle;5;5;54044;18860
76;CITROEN;2019;37;Diesel;130;Manuelle;5;5;38003;18110
77;FIAT;2021;91;Diesel;130;Manuelle;5;5;12;29010
78;FORD;2014;31;Diesel;130;Manuelle;5;5;144694;12530
79;OPEL;2020;92;Diesel;130;Manuelle;5;5;30105;24230
80;PEUGEOT;2016;77;Diesel;130;Manuelle;5;5;127248;13470
81;FIAT;2015;47;Diesel;130;Manuelle;5;5;73780;14160
82;LAND;2016;64;Diesel;130;Manuelle;5;5;89297;29620
83;DACIA;2022;77;Diesel;130;Manuelle;5;5;9;24120
84;PEUGEOT;2015;33;Diesel;130;Manuelle;5;5;123830;14620
85;AUDI;2011;40;Diesel;130;Manuelle;5;5;185885;15800
86;CITROEN;2022;56;Diesel;130;Manuelle;5;5;14453;26920
87;CITROEN;2022;68;Diesel;130;Manuelle;5;5;13338;22110
88;SKODA;2017;30;Diesel;130;Manuelle;5;5;87406;25280
89;CITROEN;2022;84;Diesel;130;Manuelle;5;5;9720;26380
90;PEUGEOT;2016;44;Diesel;130;Manuelle;5;5;106340;26150
91;KIA;2020;60;Diesel;130;Manuelle;5;5;32456;26370
92;RENAULT;2018;77;Diesel;130;Manuelle;5;5;30003;25130
93;CITROEN;2019;56;Diesel;130;Manuelle;5;5;18618;20500
94;MINI;2020;57;Diesel;130;Manuelle;5;5;59926;30840
95;RENAULT;2020;45;Diesel;130;Manuelle;5;5;22853;21970
96;TOYOTA;2011;13;Diesel;130;Manuelle;5;5;117600;15660
97;PEUGEOT;2022;28;Diesel;130;Manuelle;5;5;27730;35970
98;CITROEN;2015;27;Diesel;130;Manuelle;5;5;120804;16630
99;FIAT;2020;60;Diesel;130;Manuelle;5;5;1845;27030
100;RENAULT;2016;44;Diesel;130;Manuelle;5;5;125053;16930
101;FORD;2017;75;Diesel;130;Manuelle;5;5;51424;23080
102;CITROEN;2022;28;Diesel;130;Manuelle;5;5;11038;23580
103;FIAT;2018;44;Diesel;130;Manuelle;5;5;82441;18880
104;RENAULT;2018;65;Diesel;130;Manuelle;5;5;76362;18680
105;CITROEN;2020;68;Diesel;130;Manuelle;5;5;13934;20470
106;VOLKSWAGEN;2021;77;Diesel;130;Manuelle;5;5;14741;29250
107;RENAULT;2015;91;Diesel;130;Manuelle;5;5;68622;15780
108;BMW;2020;67;Diesel;130;Manuelle;5;5;36615;33470
109;RENAULT;2018;62;Diesel;130;Manuelle;5;5;54845;22780
110;OPEL;2017;58;Diesel;130;Manuelle;5;5;71908;19620
111;JEEP;2016;13;Diesel;130;Manuelle;5;5;106786;15500
112;AUDI;2017;29;Diesel;130;Manuelle;5;5;97381;30430
113;FIAT;2022;72;Diesel;130;Manuelle;5;5;2875;24130
114;NISSAN;2020;77;Diesel;130;Manuelle;5;5;14070;17940
115;CITROEN;2022;84;Diesel;130;Manuelle;5;5;144;21380
116;LAND;2017;31;Diesel;130;Manuelle;5;5;97650;26140
117;RENAULT;2018;86;Diesel;130;Manuelle;5;5;10896;21160
118;RENAULT;2022;91;Diesel;130;Manuelle;5;5;15665;21070
119;AUDI;2016;67;Diesel;130;Manuelle;5;5;27760;27350
120;VOLKSWAGEN;2016;27;Diesel;130;Manuelle;5;5;80510;29020
121;RENAULT;2021;91;Diesel;130;Manuelle;5;5;53142;17320
122;CITROEN;2021;13;Diesel;130;Manuelle;5;5;35187;19260
123;DS;2021;37;Diesel;130;Manuelle;5;5;28433;28780
124;PEUGEOT;2021;28;Diesel;130;Manuelle;5;5;18260;26040
125;DACIA;2015;93;Diesel;130;Manuelle;5;5;51111;14160
126;MINI;2019;79;Diesel;130;Manuelle;5;5;161660;22400
127;BMW;2018;78;Diesel;130;Manuelle;5;5;56547;32610
128;CITROEN;2021;76;Diesel;130;Manuelle;5;5;180;20090
129;CITROEN;2020;87;Diesel;130;Manuelle;5;5;4921;33880
130;BMW;2017;2;Diesel;130;Manuelle;5;5;116228;24130
131;HYUNDAI;2017;4;Diesel;130;Manuelle;5;5;67479;15210
132;FORD;2011;78;Diesel;130;Manuelle;5;5;164197;8210
133;MINI;2019;57;Diesel;130;Manuelle;5;5;52181;25090
134;RENAULT;2018;62;Diesel;130;Manuelle;5;5;25480;25720
135;RENAULT;2018;83;Diesel;130;Manuelle;5;5;67256;19220
136;RENAULT;2021;81;Diesel;130;Manuelle;5;5;24681;27910
137;PEUGEOT;2008;77;Diesel;130;Manuelle;5;5;170137;5870
138;CITROEN;2020;81;Diesel;130;Manuelle;5;5;46828;24720
139;RENAULT;2012;77;Diesel;130;Manuelle;5;5;208650;6940
140;HONDA;2013;3;Diesel;130;Manuelle;5;5;226560;7780
141;HYUNDAI;2017;56;Diesel;130;Manuelle;5;5;77219;22520
142;MERCEDES;2017;74;Diesel;130;Manuelle;5;5;68583;24870
143;PEUGEOT;2020;76;Diesel;130;Manuelle;5;5;4878;39510
144;JEEP;2019;72;Diesel;130;Manuelle;5;5;50159;20650
145;OPEL;2021;45;Diesel;130;Manuelle;5;5;10004;24140
146;BMW;2017;51;Diesel;130;Manuelle;5;5;33471;25400
147;OPEL;2008;92;Diesel;130;Manuelle;5;5;292649;3340
148;CITROEN;2022;68;Diesel;130;Manuelle;5;5;5534;35610
149;VOLKSWAGEN;2018;27;Diesel;130;Manuelle;5;5;86930;27930
150;VOLKSWAGEN;2013;77;Diesel;130;Manuelle;5;5;60213;13880
151;PEUGEOT;2022;84;Diesel;130;Manuelle;5;5;1120;27420
152;CITROEN;2022;93;Diesel;130;Manuelle;5;5;46227;16320
153;HYUNDAI;2012;60;Diesel;130;Manuelle;5;5;171273;5430
154;VOLKSWAGEN;2022;67;Diesel;130;Manuelle;5;5;26950;27470
155;BMW;2017;62;Diesel;130;Manuelle;5;5;79540;24650
156;RENAULT;2019;91;Diesel;130;Manuelle;5;5;55368;18890
157;HONDA;2013;34;Diesel;130;Manuelle;5;5;101536;18730
158;PEUGEOT;2013;56;Diesel;130;Manuelle;5;5;92720;12180
159;PEUGEOT;2022;13;Diesel;130;Manuelle;5;5;12427;28060
160;SEAT;2019;6;Diesel;130;Manuelle;5;5;21530;21630
161;MINI;2017;32;Diesel;130;Manuelle;5;5;45779;31440
162;CITROEN;2020;44;Diesel;130;Manuelle;5;5;21002;19810
163;RENAULT;2017;6;Diesel;130;Manuelle;5;5;122831;15590
164;RENAULT;2021;91;Diesel;130;Manuelle;5;5;83739;13980
165;OPEL;2017;18;Diesel;130;Manuelle;5;5;60088;15350
166;CITROEN;2019;56;Diesel;130;Manuelle;5;5;47697;18280
167;PEUGEOT;2021;59;Diesel;130;Manuelle;5;5;12093;33860
168;AUDI;2017;13;Diesel;130;Manuelle;5;5;92260;23920
169;DACIA;2017;78;Diesel;130;Manuelle;5;5;45996;17740
170;RENAULT;2020;91;Diesel;130;Manuelle;5;5;56396;18130
171;DACIA;2018;72;Diesel;130;Manuelle;5;5;31000;16920
172;CITROEN;2021;56;Diesel;130;Manuelle;5;5;27686;16780
173;JEEP;2017;5;Diesel;130;Manuelle;5;5;38742;27020
174;OPEL;2016;40;Diesel;130;Manuelle;5;5;106480;18130
175;OPEL;2021;51;Diesel;130;Manuelle;5;5;22752;18850
176;CITROEN;2019;56;Diesel;130;Manuelle;5;5;56345;21400
177;KIA;2020;6;Diesel;130;Manuelle;5;5;21446;24040
178;BMW;2020;51;Diesel;130;Manuelle;5;5;61950;34560
179;RENAULT;2020;63;Diesel;130;Manuelle;5;5;27724;24340
180;VOLKSWAGEN;2015;31;Diesel;130;Manuelle;5;5;91798;23220
181;KIA;2016;78;Diesel;130;Manuelle;5;5;33600;22380
182;NISSAN;2014;86;Diesel;130;Manuelle;5;5;125852;12950
183;CITROEN;2014;91;Diesel;130;Manuelle;5;5;16438;12630
184;VOLKSWAGEN;2017;83;Diesel;130;Manuelle;5;5;77477;30400
185;CITROEN;2022;56;Diesel;130;Manuelle;5;5;3717;21820
186;RENAULT;2012;93;Diesel;130;Manuelle;5;5;148822;10870
187;DACIA;2020;77;Diesel;130;Manuelle;5;5;9;26220
188;DS;2021;56;Diesel;130;Manuelle;5;5;27539;26730
189;VOLKSWAGEN;2020;72;Diesel;130;Manuelle;5;5;63584;32140
190;CITROEN;2017;59;Diesel;130;Manuelle;5;5;30211;14300
191;SEAT;2020;5;Diesel;130;Manuelle;5;5;35497;22000
192;RENAULT;2021;45;Diesel;130;Manuelle;5;5;17725;18730
193;CITROEN;2020;9;Diesel;130;Manuelle;5;5;8238;21860
194;RENAULT;2019;91;Diesel;130;Manuelle;5;5;33394;16920
195;DS;2021;46;Diesel;130;Manuelle;5;5;29636;34700
196;RENAULT;2019;78;Diesel;130;Manuelle;5;5;56891;22550
197;VOLKSWAGEN;2017;72;Diesel;130;Manuelle;5;5;68024;34630
198;CITROEN;2020;81;Diesel;130;Manuelle;5;5;10315;27000
199;AUDI;2011;67;Diesel;130;Manuelle;5;5;233181;11680
200;NISSAN;2011;13;Diesel;130;Manuelle;5;5;159365;11030
201;FORD;2019;39;Diesel;130;Manuelle;5;5;10989;17260
202;RENAULT;2018;91;Diesel;130;Manuelle;5;5;122527;18580
203;PEUGEOT;2019;46;Diesel;130;Manuelle;5;5;18006;31800
204;MAZDA;2020;35;Diesel;130;Manuelle;5;5;41685;27810
205;PEUGEOT;2022;13;Diesel;130;Manuelle;5;5;3074;26270
206;NISSAN;2012;64;Diesel;130;Manuelle;5;5;89505;12740
207;CITROEN;2014;44;Diesel;130;Manuelle;5;5;110447;12700
208;CITROEN;2020;30;Diesel;130;Manuelle;5;5;34068;29960
209;PEUGEOT;2020;17;Diesel;130;Manuelle;5;5;10109;28860
210;NISSAN;2020;33;Diesel;130;Manuelle;5;5;45352;19710
211;JEEP;2018;34;Diesel;130;Manuelle;5;5;49270;20500
212;MINI;2019;31;Diesel;130;Manuelle;5;5;72293;26760
213;OPEL;2019;82;Diesel;130;Manuelle;5;5;22152;20850
214;OPEL;2016;33;Diesel;130;Manuelle;5;5;113355;15120
215;CITROEN;2019;84;Diesel;130;Manuelle;5;5;35800;16830
216;VOLVO;2017;95;Diesel;130;Manuelle;5;5;40110;21500
217;DACIA;2020;77;Diesel;130;Manuelle;5;5;27582;26710
218;HYUNDAI;2019;33;Diesel;130;Manuelle;5;5;43440;23500
219;FIAT;2017;21;Diesel;130;Manuelle;5;5;76024;16940
220;BMW;2020;38;Diesel;130;Manuelle;5;5;5991;36490
221;BMW;2021;75;Diesel;130;Manuelle;5;5;18098;34100
222;FIAT;2020;27;Diesel;130;Manuelle;5;5;12;33460
223;VOLVO;2017;80;Diesel;130;Manuelle;5;5;105840;41420
224;CITROEN;2021;44;Diesel;130;Manuelle;5;5;26004;17650
225;CITROEN;2021;76;Diesel;130;Manuelle;5;5;4303;17990
226;VOLKSWAGEN;2017;31;Diesel;130;Manuelle;5;5;132014;15490
227;KIA;2019;82;Diesel;130;Manuelle;5;5;56300;19980
228;VOLKSWAGEN;2019;83;Diesel;130;Manuelle;5;5;65579;28480
229;BMW;2018;69;Diesel;130;Manuelle;5;5;44741;26290
230;RENAULT;2020;35;Diesel;130;Manuelle;5;5;10;20490
231;PEUGEOT;2020;53;Diesel;130;Manuelle;5;5;31535;19490
232;VOLKSWAGEN;2013;61;Diesel;130;Manuelle;5;5;152314;12490
233;FORD;2020;37;Diesel;130;Manuelle;5;5;28320;19990
234;NISSAN;2019;66;Diesel;130;Manuelle;5;5;49849;21490
235;RENAULT;2020;6;Diesel;130;Manuelle;5;5;29250;17700
236;CITROEN;2020;56;Diesel;130;Manuelle;5;5;36747;14990
237;FIAT;2019;72;Diesel;130;Manuelle;5;5;56871;16990
238;RENAULT;2020;30;Diesel;130;Manuelle;5;5;8402;18490
239;PEUGEOT;2021;46;Diesel;130;Manuelle;5;5;12150;29900
240;PEUGEOT;2009;94;Diesel;130;Manuelle;5;5;140300;5980
241;CITROEN;2020;84;Diesel;130;Manuelle;5;5;46236;13990
242;VOLKSWAGEN;2017;72;Diesel;130;Manuelle;5;5;77650;23480
243;VOLKSWAGEN;2022;26;Diesel;130;Manuelle;5;5;10;28300
244;AUDI;2017;91;Diesel;130;Manuelle;5;5;63664;24490
245;MERCEDES;2013;40;Diesel;130;Manuelle;5;5;154300;10490
246;FORD;2020;39;Diesel;130;Manuelle;5;5;21530;21690
247;PEUGEOT;2021;79;Diesel;130;Manuelle;5;5;6895;22990
248;MINI;2018;57;Diesel;130;Manuelle;5;5;50990;22900
249;CITROEN;2021;44;Diesel;130;Manuelle;5;5;20442;17489
250;PEUGEOT;2010;77;Diesel;130;Manuelle;5;5;137317;5489
251;RENAULT;2021;38;Diesel;130;Manuelle;5;5;16226;22980
252;CITROEN;2021;33;Diesel;130;Manuelle;5;5;13661;17980
253;RENAULT;2018;28;Diesel;130;Manuelle;5;5;62141;20490
254;VOLKSWAGEN;2015;65;Diesel;130;Manuelle;5;5;105890;15990
255;PEUGEOT;2014;31;Diesel;130;Manuelle;5;5;6684;17990
256;OPEL;2017;95;Diesel;130;Manuelle;5;5;62137;14290
257;CITROEN;2016;77;Diesel;130;Manuelle;5;5;115751;11980
258;RENAULT;2018;91;Diesel;130;Manuelle;5;5;20356;14490
259;RENAULT;2015;18;Diesel;130;Manuelle;5;5;109103;10990
260;RENAULT;2021;30;Diesel;130;Manuelle;5;5;11598;20990
261;CITROEN;2021;81;Diesel;130;Manuelle;5;5;9513;24000
262;FIAT;2021;72;Diesel;130;Manuelle;5;5;10;24490
263;PEUGEOT;2021;46;Diesel;130;Manuelle;5;5;7055;26590
264;CITROEN;2017;27;Diesel;130;Manuelle;5;5;91742;14990
265;FIAT;2021;91;Diesel;130;Manuelle;5;5;6000;16690
266;RENAULT;2019;44;Diesel;130;Manuelle;5;5;18262;14990
267;AUDI;2016;91;Diesel;130;Manuelle;5;5;136347;19990
268;VOLKSWAGEN;2018;13;Diesel;130;Manuelle;5;5;32774;26990
269;BMW;2018;13;Diesel;130;Manuelle;5;5;73301;21500
270;BMW;2020;57;Diesel;130;Manuelle;5;5;21520;25990
271;RENAULT;2020;62;Diesel;130;Manuelle;5;5;37748;17990
272;CITROEN;2021;33;Diesel;130;Manuelle;5;5;7450;18500
273;MERCEDES;2020;87;Diesel;130;Manuelle;5;5;21508;29400
274;FIAT;2021;44;Diesel;130;Manuelle;5;5;1200;19599
275;SKODA;2021;64;Diesel;130;Manuelle;5;5;20500;24890
276;JEEP;2018;66;Diesel;130;Manuelle;5;5;65650;19900
277;RENAULT;2020;83;Diesel;130;Manuelle;5;5;7662;16780
278;CITROEN;2014;28;Diesel;130;Manuelle;5;5;85380;14690
279;BMW;2019;13;Diesel;130;Manuelle;5;5;71093;18900
280;CITROEN;2021;67;Diesel;130;Manuelle;5;5;20;29990
281;OPEL;2021;68;Diesel;130;Manuelle;5;5;14229;21990
282;TOYOTA;2012;77;Diesel;130;Manuelle;5;5;137738;11980
283;CITROEN;2017;60;Diesel;130;Manuelle;5;5;113900;13490
284;CITROEN;2020;56;Diesel;130;Manuelle;5;5;47117;14990
285;CITROEN;2021;44;Diesel;130;Manuelle;5;5;23120;17480
286;NISSAN;2018;35;Diesel;130;Manuelle;5;5;83604;17490
287;RENAULT;2018;91;Diesel;130;Manuelle;5;5;88870;11990
288;PEUGEOT;2020;84;Diesel;130;Manuelle;5;5;77764;11990
289;RENAULT;2015;91;Diesel;130;Manuelle;5;5;101470;12490
290;CITROEN;2021;22;Diesel;130;Manuelle;5;5;3668;18490
291;MINI;2018;57;Diesel;130;Manuelle;5;5;63308;21290
292;FORD;2019;37;Diesel;130;Manuelle;5;5;58850;19590
293;CITROEN;2021;44;Diesel;130;Manuelle;5;5;19580;16889
294;FORD;2017;39;Diesel;130;Manuelle;5;5;81382;16990
295;SUZUKI;2015;60;Diesel;130;Manuelle;5;5;108500;11490
296;OPEL;2021;61;Diesel;130;Manuelle;5;5;9000;27900
297;MINI;2018;59;Diesel;130;Manuelle;5;5;51886;24900
298;VOLKSWAGEN;2019;95;Diesel;130;Manuelle;5;5;36467;28980
299;JEEP;2018;76;Diesel;130;Manuelle;5;5;51465;18990
300;RENAULT;2013;91;Diesel;130;Manuelle;5;5;92995;11990
301;RENAULT;2019;91;Diesel;130;Manuelle;5;5;70518;17990
302;MAZDA;2019;64;Diesel;130;Manuelle;5;5;38500;19900
303;PEUGEOT;2008;33;Diesel;130;Manuelle;5;5;142920;5290
304;MINI;2019;32;Diesel;130;Manuelle;5;5;70900;29020
305;RENAULT;2021;93;Diesel;130;Manuelle;5;5;14715;19200
306;PEUGEOT;2022;84;Diesel;130;Manuelle;5;5;30880;28270
307;DACIA;2020;4;Diesel;130;Manuelle;5;5;57421;21400
308;DACIA;2020;44;Diesel;130;Manuelle;5;5;20614;16440
309;RENAULT;2018;86;Diesel;130;Manuelle;5;5;36015;15730
310;BMW;2018;29;Diesel;130;Manuelle;5;5;41128;24600
311;FIAT;2019;47;Diesel;130;Manuelle;5;5;51920;21230
312;RENAULT;2018;13;Diesel;130;Manuelle;5;5;32635;19240
313;FIAT;2018;13;Diesel;130;Manuelle;5;5;46325;15150
314;SEAT;2010;6;Diesel;130;Manuelle;5;5;150827;10760
315;RENAULT;2020;44;Diesel;130;Manuelle;5;5;51100;23500
316;JEEP;2019;86;Diesel;130;Manuelle;5;5;57456;22210
317;FORD;2020;37;Diesel;130;Manuelle;5;5;31756;25140
318;RENAULT;2020;62;Diesel;130;Manuelle;5;5;35022;22020
319;NISSAN;2017;18;Diesel;130;Manuelle;5;5;46025;18040
320;CITROEN;2020;44;Diesel;130;Manuelle;5;5;22806;20810
321;RENAULT;2019;91;Diesel;130;Manuelle;5;5;30240;18740
322;CITROEN;2014;91;Diesel;130;Manuelle;5;5;118222;14870
323;PEUGEOT;2018;28;Diesel;130;Manuelle;5;5;75426;28030
324;HYUNDAI;2015;77;Diesel;130;Manuelle;5;5;118713;12270
325;CITROEN;2020;84;Diesel;130;Manuelle;5;5;8659;26200
326;RENAULT;2020;44;Diesel;130;Manuelle;5;5;48105;27530
327;RENAULT;2016;30;Diesel;130;Manuelle;5;5;87211;19340
328;VOLKSWAGEN;2017;40;Diesel;130;Manuelle;5;5;91537;27900
329;CITROEN;2015;68;Diesel;130;Manuelle;5;5;90296;17900
330;FORD;2023;58;Diesel;130;Manuelle;5;5;6000;34930
331;CITROEN;2020;44;Diesel;130;Manuelle;5;5;18189;19410
332;FIAT;2018;33;Diesel;130;Manuelle;5;5;36546;19290
333;RENAULT;2021;58;Diesel;130;Manuelle;5;5;86492;20810
334;MINI;2018;57;Diesel;130;Manuelle;5;5;124872;23550
335;CITROEN;2020;28;Diesel;130;Manuelle;5;5;12517;32700
336;CITROEN;2020;68;Diesel;130;Manuelle;5;5;4870;31330
337;MAZDA;2018;95;Diesel;130;Manuelle;5;5;102704;22050
338;PEUGEOT;2020;86;Diesel;130;Manuelle;5;5;9920;26770
339;RENAULT;2020;62;Diesel;130;Manuelle;5;5;37825;21440
340;CITROEN;2019;89;Diesel;130;Manuelle;5;5;30375;18370
341;OPEL;2017;69;Diesel;130;Manuelle;5;5;90233;22970
342;FORD;2020;45;Diesel;130;Manuelle;5;5;115253;15240
343;RENAULT;2017;59;Diesel;130;Manuelle;5;5;123480;17730
344;CITROEN;2017;68;Diesel;130;Manuelle;5;5;99743;17340
345;NISSAN;2015;59;Diesel;130;Manuelle;5;5;115940;13500
346;CITROEN;2016;35;Diesel;130;Manuelle;5;5;99226;18010
347;BMW;2018;25;Diesel;130;Manuelle;5;5;81830;30490
348;OPEL;2019;67;Diesel;130;Manuelle;5;5;23603;20150
349;CITROEN;2020;28;Diesel;130;Manuelle;5;5;557;19380
350;VOLVO;2018;29;Diesel;130;Manuelle;5;5;83212;29880
351;FIAT;2018;6;Diesel;130;Manuelle;5;5;35836;20110
352;PEUGEOT;2022;79;Diesel;130;Manuelle;5;5;6931;27420
353;RENAULT;2021;45;Diesel;130;Manuelle;5;5;12697;17800
354;CITROEN;2021;94;Diesel;130;Manuelle;5;5;44171;16780
355;CITROEN;2016;56;Diesel;130;Manuelle;5;5;145000;15970
356;RENAULT;2019;83;Diesel;130;Manuelle;5;5;54311;15960
357;FIAT;2018;33;Diesel;130;Manuelle;5;5;52292;17420
358;RENAULT;2020;91;Diesel;130;Manuelle;5;5;68961;21760
359;DACIA;2021;95;Diesel;130;Manuelle;5;5;29000;19580
360;CITROEN;2019;13;Diesel;130;Manuelle;5;5;12;26530
361;SEAT;2019;27;Diesel;130;Manuelle;5;5;58368;16260
362;CITROEN;2020;31;Diesel;130;Manuelle;5;5;19732;22860
363;VOLKSWAGEN;2020;31;Diesel;130;Manuelle;5;5;37995;34480
364;PEUGEOT;2022;46;Diesel;130;Manuelle;5;5;6;41660
365;VOLKSWAGEN;2020;53;Diesel;130;Manuelle;5;5;31801;33320
366;BMW;2013;63;Diesel;130;Manuelle;5;5;190380;18120
367;VOLKSWAGEN;2017;2;Diesel;130;Manuelle;5;5;93366;19930
368;FORD;2022;37;Diesel;130;Manuelle;5;5;31800;23830
369;CITROEN;2012;40;Diesel;130;Manuelle;5;5;144592;10620
370;AUDI;2018;77;Diesel;130;Manuelle;5;5;70324;22520
371;MERCEDES;2021;19;Diesel;130;Manuelle;5;5;25847;33510
372;JEEP;2018;74;Diesel;130;Manuelle;5;5;10717;23820
373;DACIA;2017;13;Diesel;130;Manuelle;5;5;65826;16920
374;PEUGEOT;2016;28;Diesel;130;Manuelle;5;5;167904;12390
375;DACIA;2022;40;Diesel;130;Manuelle;5;5;11;24050
376;RENAULT;2019;5;Diesel;130;Manuelle;5;5;80283;19240
377;VOLKSWAGEN;2016;31;Diesel;130;Manuelle;5;5;99735;29260
378;PEUGEOT;2022;13;Diesel;130;Manuelle;5;5;7515;26860
379;FIAT;2015;31;Diesel;130;Manuelle;5;5;102300;15470
380;PEUGEOT;2020;13;Diesel;130;Manuelle;5;5;6691;30070
381;VOLKSWAGEN;2018;40;Diesel;130;Manuelle;5;5;99826;31520
382;FORD;2015;82;Diesel;130;Manuelle;5;5;151130;16510
383;CITROEN;2016;34;Diesel;130;Manuelle;5;5;92820;17830
384;JEEP;2020;34;Diesel;130;Manuelle;5;5;57594;23160
385;BMW;2018;14;Diesel;130;Manuelle;5;5;59614;30840
386;CITROEN;2022;91;Diesel;130;Manuelle;5;5;107;18170
