;Marque;Année;Code Postal;Carburant;Emission Co2;Transmission;nbPortes;nbPlace;Kilométrage;Prix
1249;DACIA;2016;59;Diesel;130;Manuelle;5;5;81000;10990
1250;RENAULT;2016;60;Diesel;130;Manuelle;5;5;87150;15990
1251;VOLKSWAGEN;2010;60;Diesel;130;Manuelle;5;5;180000;6990
1252;CITROEN;2021;69;Diesel;130;Manuelle;5;5;18700;25990
1253;DACIA;2018;34;Diesel;130;Manuelle;5;5;15000;16990
1254;DACIA;2014;26;Diesel;130;Manuelle;5;5;99000;11990
1255;KIA;2016;92;Diesel;130;Manuelle;5;5;59000;17900
1256;PEUGEOT;2012;25;Diesel;130;Manuelle;5;5;150000;7990
1257;PEUGEOT;2013;59;Diesel;130;Manuelle;5;5;120646;8950
1258;NISSAN;2018;35;Diesel;130;Manuelle;5;5;55317;20500
1259;RENAULT;2021;13;Diesel;130;Manuelle;5;5;18626;19900
1260;BMW;2016;77;Diesel;130;Manuelle;5;5;111000;19900
1261;MINI;2012;34;Diesel;130;Manuelle;5;5;126000;8600
1262;CITROEN;2011;92;Diesel;130;Manuelle;5;5;138000;5800
1263;PEUGEOT;2011;38;Diesel;130;Manuelle;5;5;195000;5500
1264;CITROEN;2020;30;Diesel;130;Manuelle;5;5;37704;21650
1265;CITROEN;2022;31;Diesel;130;Manuelle;5;5;10261;24760
1266;CITROEN;2022;77;Diesel;130;Manuelle;5;5;9103;20850
1267;MINI;2017;16;Diesel;130;Manuelle;5;5;58698;22930
1268;VOLKSWAGEN;2015;51;Diesel;130;Manuelle;5;5;131246;19410
1269;PEUGEOT;2022;47;Diesel;130;Manuelle;5;5;14295;27480
1270;RENAULT;2009;92;Diesel;130;Manuelle;5;5;176875;4870
1271;MINI;2019;76;Diesel;130;Manuelle;5;5;43929;28820
1272;CITROEN;2020;40;Diesel;130;Manuelle;5;5;8492;21370
1273;VOLKSWAGEN;2020;31;Diesel;130;Manuelle;5;5;6200;37130
1274;OPEL;2016;84;Diesel;130;Manuelle;5;5;89466;16630
1275;CITROEN;2022;30;Diesel;130;Manuelle;5;5;55257;15810
1276;FORD;2018;10;Diesel;130;Manuelle;5;5;63314;19760
1277;CITROEN;2021;30;Diesel;130;Manuelle;5;5;51805;13640
1278;MINI;2017;31;Diesel;130;Manuelle;5;5;81156;30070
1279;BMW;2019;14;Diesel;130;Manuelle;5;5;18676;31620
1280;AUDI;2018;1;Diesel;130;Manuelle;5;5;40000;19990
1281;BMW;2008;53;Diesel;130;Manuelle;5;5;215000;6500
1282;PEUGEOT;2016;57;Diesel;130;Manuelle;5;5;48568;16900
1283;CITROEN;2020;63;Diesel;130;Manuelle;5;5;8960;15990
1284;RENAULT;2020;13;Diesel;130;Manuelle;5;5;21213;16400
1285;RENAULT;2012;13;Diesel;130;Manuelle;5;5;148990;6990
1286;PEUGEOT;2014;65;Diesel;130;Manuelle;5;5;196700;8500
1287;BMW;2018;63;Diesel;130;Manuelle;5;5;52000;21990
1288;KIA;2016;83;Diesel;130;Manuelle;5;5;60000;17500
1289;BMW;2019;38;Diesel;130;Manuelle;5;5;36200;32500
1290;RENAULT;2021;59;Diesel;130;Manuelle;5;5;7886;20990
1291;PEUGEOT;2013;27;Diesel;130;Manuelle;5;5;276344;5500
1292;OPEL;2014;77;Diesel;130;Manuelle;5;5;113000;11000
1293;DACIA;2018;13;Diesel;130;Manuelle;5;5;17400;18400
1294;CITROEN;2012;10;Diesel;130;Manuelle;5;5;152000;7900
1295;MINI;2014;77;Diesel;130;Manuelle;5;5;109000;13800
1296;RENAULT;2018;41;Diesel;130;Manuelle;5;5;95592;20140
1297;PEUGEOT;2009;14;Diesel;130;Manuelle;5;5;149409;6900
1298;VOLVO;2012;47;Diesel;130;Manuelle;5;5;67410;16580
1299;MERCEDES;2014;88;Diesel;130;Manuelle;5;5;118650;17510
1300;SEAT;2017;14;Diesel;130;Manuelle;5;5;127040;18700
1301;AUDI;2011;29;Diesel;130;Manuelle;5;5;318959;9370
1302;BMW;2010;13;Diesel;130;Manuelle;5;5;191917;8470
1303;OPEL;2011;30;Diesel;130;Manuelle;5;5;172500;6880
1304;PEUGEOT;2013;44;Diesel;130;Manuelle;5;5;131018;9690
1305;NISSAN;2013;64;Diesel;130;Manuelle;5;5;130573;10690
1306;PEUGEOT;2016;30;Diesel;130;Manuelle;5;5;107360;24090
1307;RENAULT;2020;62;Diesel;130;Manuelle;5;5;11;23850
1308;MERCEDES;2012;48;Diesel;130;Manuelle;5;5;151045;17970
1309;CITROEN;2012;83;Diesel;130;Manuelle;5;5;221250;6980
1310;MINI;2012;83;Diesel;130;Manuelle;5;5;94961;13870
1311;HYUNDAI;2019;57;Diesel;130;Manuelle;5;5;141910;21830
1312;PEUGEOT;2013;42;Diesel;130;Manuelle;5;5;227550;6870
1313;RENAULT;2020;13;Diesel;130;Manuelle;5;5;54891;15260
1314;DACIA;2017;25;Diesel;130;Manuelle;5;5;93000;14860
1315;RENAULT;2017;85;Diesel;130;Manuelle;5;5;13542;23190
1316;CITROEN;2015;64;Diesel;130;Manuelle;5;5;160325;11490
1317;CITROEN;2019;59;Diesel;130;Manuelle;5;5;27120;22580
1318;CITROEN;2015;44;Diesel;130;Manuelle;5;5;164980;8920
1319;TOYOTA;2003;2;Diesel;130;Manuelle;5;5;167988;4780
1320;SEAT;2016;59;Diesel;130;Manuelle;5;5;139247;21830
1321;RENAULT;2007;53;Diesel;130;Manuelle;5;5;137775;6730
1322;OPEL;2017;59;Diesel;130;Manuelle;5;5;138000;12720
1323;FORD;2008;52;Diesel;130;Manuelle;5;5;148136;4380
1324;CITROEN;2019;62;Diesel;130;Manuelle;5;5;32400;19980
1325;NISSAN;2019;24;Diesel;130;Manuelle;5;5;81250;21120
1326;VOLKSWAGEN;2017;44;Diesel;130;Manuelle;5;5;102600;28150
1327;FORD;2011;92;Diesel;130;Manuelle;5;5;120360;10600
1328;RENAULT;2015;73;Diesel;130;Manuelle;5;5;85485;17460
1329;RENAULT;2019;26;Diesel;130;Manuelle;5;5;53236;19060
1330;AUDI;2013;74;Diesel;130;Manuelle;5;5;101480;18860
1331;MERCEDES;2014;77;Diesel;130;Manuelle;5;5;214200;13090
1332;AUDI;2020;62;Diesel;130;Manuelle;5;5;12200;30480
1333;RENAULT;2021;13;Diesel;130;Manuelle;5;5;24460;21340
1334;RENAULT;2018;13;Diesel;130;Manuelle;5;5;60388;23620
1335;PEUGEOT;2015;92;Diesel;130;Manuelle;5;5;207900;7330
1336;MINI;2015;69;Diesel;130;Manuelle;5;5;120840;15460
1337;AUDI;2018;34;Diesel;130;Manuelle;5;5;20710;25820
1338;CITROEN;2016;92;Diesel;130;Manuelle;5;5;201474;8590
1339;VOLKSWAGEN;2012;57;Diesel;130;Manuelle;5;5;110704;18740
1340;LAND;2014;93;Diesel;130;Manuelle;5;5;272056;16980
1341;RENAULT;2022;13;Diesel;130;Manuelle;5;5;21447;22570
1342;PEUGEOT;2016;30;Diesel;130;Manuelle;5;5;129353;24870
1343;CITROEN;2010;1;Diesel;130;Manuelle;5;5;123280;6890
1344;SSANGYONG;2017;82;Diesel;130;Manuelle;5;5;15972;19230
1345;DACIA;2022;13;Diesel;130;Manuelle;5;5;9136;22230
1346;NISSAN;2014;30;Diesel;130;Manuelle;5;5;120141;15640
1347;DACIA;2018;31;Diesel;130;Manuelle;5;5;84360;18310
1348;RENAULT;2020;63;Diesel;130;Manuelle;5;5;11;23960
1349;RENAULT;2010;75;Diesel;130;Manuelle;5;5;254100;4590
1350;BMW;2014;85;Diesel;130;Manuelle;5;5;189095;11440
1351;RENAULT;2018;38;Diesel;130;Manuelle;5;5;78125;25750
1352;AUDI;2017;1;Diesel;130;Manuelle;5;5;32190;24400
1353;DACIA;2016;13;Diesel;130;Manuelle;5;5;50268;17580
1354;KIA;2012;36;Diesel;130;Manuelle;5;5;137640;7410
1355;RENAULT;2007;10;Diesel;130;Manuelle;5;5;193670;2670
1356;RENAULT;2017;27;Diesel;130;Manuelle;5;5;71155;17650
1357;RENAULT;2005;64;Diesel;130;Manuelle;5;5;204700;4540
1358;RENAULT;2009;71;Diesel;130;Manuelle;5;5;194975;5530
1359;PEUGEOT;2006;95;Diesel;130;Manuelle;5;5;163900;4160
1360;RENAULT;2010;34;Diesel;130;Manuelle;5;5;237770;4350
1361;NISSAN;2004;93;Diesel;130;Manuelle;5;5;193490;2730
1362;PEUGEOT;2022;14;Diesel;130;Manuelle;5;5;12;38700
1363;CITROEN;2019;92;Diesel;130;Manuelle;5;5;54000;15580
1364;TOYOTA;2016;77;Diesel;130;Manuelle;5;5;73160;15210
1365;PEUGEOT;2015;73;Diesel;130;Manuelle;5;5;202500;10580
1366;JEEP;2018;28;Diesel;130;Manuelle;5;5;61803;17000
1367;RENAULT;2004;13;Diesel;130;Manuelle;5;5;274365;2320
1368;CITROEN;2022;40;Diesel;130;Manuelle;5;5;10049;22890
1369;AUDI;2016;57;Diesel;130;Manuelle;5;5;110585;21780
1370;CITROEN;2007;59;Diesel;130;Manuelle;5;5;135100;6750
1371;OPEL;2020;62;Diesel;130;Manuelle;5;5;13;35610
1372;AUDI;2018;35;Diesel;130;Manuelle;5;5;80350;26190
1373;DACIA;2021;11;Diesel;130;Manuelle;5;5;17050;15000
1374;CITROEN;2011;30;Diesel;130;Manuelle;5;5;105270;8100
1375;FIAT;2018;32;Diesel;130;Manuelle;5;5;64050;20130
1376;BMW;2018;95;Diesel;130;Manuelle;5;5;65190;30620
1377;BMW;2016;13;Diesel;130;Manuelle;5;5;80586;20920
1378;PEUGEOT;2012;40;Diesel;130;Manuelle;5;5;161000;6660
1379;TOYOTA;2010;92;Diesel;130;Manuelle;5;5;222040;6080
1380;RENAULT;2012;60;Diesel;130;Manuelle;5;5;175069;7480
1381;OPEL;2013;95;Diesel;130;Manuelle;5;5;127650;11650
1382;NISSAN;2013;34;Diesel;130;Manuelle;5;5;80640;15550
1383;DACIA;2018;41;Diesel;130;Manuelle;5;5;90447;17330
1384;DACIA;2010;77;Diesel;130;Manuelle;5;5;97263;5830
1385;PEUGEOT;2011;45;Diesel;130;Manuelle;5;5;78750;10290
1386;FORD;2015;57;Diesel;130;Manuelle;5;5;115805;17650
1387;AUDI;2017;34;Diesel;130;Manuelle;5;5;67838;20330
1388;DACIA;2018;93;Diesel;130;Manuelle;5;5;8190;15220
1389;RENAULT;2018;79;Diesel;130;Manuelle;5;5;68137;24380
1390;RENAULT;2019;77;Diesel;130;Manuelle;5;5;22412;15790
1391;CITROEN;2011;33;Diesel;130;Manuelle;5;5;163777;7980
1392;PEUGEOT;2019;14;Diesel;130;Manuelle;5;5;23400;26790
1393;RENAULT;2017;38;Diesel;130;Manuelle;5;5;119856;16780
1394;BMW;2017;1;Diesel;130;Manuelle;5;5;53820;30400
1395;RENAULT;2020;85;Diesel;130;Manuelle;5;5;48825;13620
1396;MERCEDES;2014;53;Diesel;130;Manuelle;5;5;125840;24200
1397;PEUGEOT;2014;31;Diesel;130;Manuelle;5;5;50675;16250
1398;RENAULT;2021;62;Diesel;130;Manuelle;5;5;19380;19360
1399;VOLKSWAGEN;2012;57;Diesel;130;Manuelle;5;5;154628;15190
1400;RENAULT;2021;49;Diesel;130;Manuelle;5;5;28875;23110
1401;PEUGEOT;2020;30;Diesel;130;Manuelle;5;5;15315;30960
1402;AUDI;2017;58;Diesel;130;Manuelle;5;5;154402;21540
1403;CITROEN;2013;40;Diesel;130;Manuelle;5;5;39690;16780
1404;RENAULT;2022;71;Diesel;130;Manuelle;5;5;3348;28010
1405;PEUGEOT;2010;60;Diesel;130;Manuelle;5;5;217300;4220
1406;CITROEN;2022;72;Diesel;130;Manuelle;5;5;15960;18350
1407;RENAULT;2020;33;Diesel;130;Manuelle;5;5;12760;23080
1408;DACIA;2017;74;Diesel;130;Manuelle;5;5;89040;16940
1409;RENAULT;2019;33;Diesel;130;Manuelle;5;5;54180;18250
1410;BMW;2022;43;Diesel;130;Manuelle;5;5;17509;29840
1411;RENAULT;2021;83;Diesel;130;Manuelle;5;5;5862;26610
1412;SEAT;2019;75;Diesel;130;Manuelle;5;5;71761;21650
1413;RENAULT;2021;14;Diesel;130;Manuelle;5;5;12;24580
1414;FORD;2019;75;Diesel;130;Manuelle;5;5;42001;21180
1415;CITROEN;2011;19;Diesel;130;Manuelle;5;5;203349;10420
1416;NISSAN;2017;27;Diesel;130;Manuelle;5;5;32190;27820
1417;RENAULT;2019;21;Diesel;130;Manuelle;5;5;25109;21400
1418;RENAULT;2010;19;Diesel;130;Manuelle;5;5;154567;8610
1419;RENAULT;2020;33;Diesel;130;Manuelle;5;5;62052;18440
1420;RENAULT;2020;35;Diesel;130;Manuelle;5;5;80977;18530
1421;KIA;2020;17;Diesel;130;Manuelle;5;5;73404;23740
1422;RENAULT;2018;33;Diesel;130;Manuelle;5;5;83610;21530
1423;VOLKSWAGEN;2018;35;Diesel;130;Manuelle;5;5;133704;30910
1424;DACIA;2020;34;Diesel;130;Manuelle;5;5;11;22450
1425;OPEL;2022;71;Diesel;130;Manuelle;5;5;12;27580
1426;RENAULT;2021;33;Diesel;130;Manuelle;5;5;6750;18400
1427;HYUNDAI;2020;71;Diesel;130;Manuelle;5;5;51459;21580
1428;AUDI;2018;75;Diesel;130;Manuelle;5;5;62306;25610
1429;RENAULT;2021;21;Diesel;130;Manuelle;5;5;55753;13630
1430;FORD;2022;83;Diesel;130;Manuelle;5;5;11;30750
1431;RENAULT;2019;14;Diesel;130;Manuelle;5;5;12;22980
1432;KIA;2018;71;Diesel;130;Manuelle;5;5;68056;14350
1433;DACIA;2019;33;Diesel;130;Manuelle;5;5;45696;20280
1434;CITROEN;2017;31;Diesel;130;Manuelle;5;5;105080;15640
1435;RENAULT;2021;33;Diesel;130;Manuelle;5;5;40999;16390
1436;PEUGEOT;2021;34;Diesel;130;Manuelle;5;5;2203;32380
1437;OPEL;2020;75;Diesel;130;Manuelle;5;5;68976;19170
1438;RENAULT;2021;14;Diesel;130;Manuelle;5;5;25837;21580
1439;BMW;2019;75;Diesel;130;Manuelle;5;5;8223;28870
1440;VOLKSWAGEN;2016;78;Diesel;130;Manuelle;5;5;65861;29360
1441;VOLVO;2019;80;Diesel;130;Manuelle;5;5;38275;34530
1442;BMW;2020;26;Diesel;130;Manuelle;5;5;23260;34080
1443;ALFA;2014;49;Diesel;130;Manuelle;5;5;89422;19530
1444;RENAULT;2018;33;Diesel;130;Manuelle;5;5;60041;20880
1445;BMW;2017;14;Diesel;130;Manuelle;5;5;72564;26730
1446;CITROEN;2017;84;Diesel;130;Manuelle;5;5;74331;18000
1447;DACIA;2017;78;Diesel;130;Manuelle;5;5;14644;17200
1448;VOLVO;2014;14;Diesel;130;Manuelle;5;5;148230;23160
1449;CITROEN;2019;13;Diesel;130;Manuelle;5;5;16301;24150
1450;CITROEN;2020;13;Diesel;130;Manuelle;5;5;12947;34210
1451;VOLKSWAGEN;2019;31;Diesel;130;Manuelle;5;5;14912;38740
1452;DACIA;2022;14;Diesel;130;Manuelle;5;5;36;23970
1453;JAGUAR;2017;67;Diesel;130;Manuelle;5;5;81030;34290
1454;PEUGEOT;2020;13;Diesel;130;Manuelle;5;5;6287;32280
1455;SEAT;2015;6;Diesel;130;Manuelle;5;5;137308;16810
1456;DACIA;2022;31;Diesel;130;Manuelle;5;5;13;27370
1457;RENAULT;2021;33;Diesel;130;Manuelle;5;5;64020;18570
1458;LAND;2018;72;Diesel;130;Manuelle;5;5;176132;20790
1459;AUDI;2019;57;Diesel;130;Manuelle;5;5;92670;23150
1460;FORD;2020;71;Diesel;130;Manuelle;5;5;106789;16570
1461;RENAULT;2019;14;Diesel;130;Manuelle;5;5;11;22580
1462;RENAULT;2017;31;Diesel;130;Manuelle;5;5;77046;20550
1463;KIA;2015;19;Diesel;130;Manuelle;5;5;190479;10870
1464;CITROEN;2014;38;Diesel;130;Manuelle;5;5;57972;17670
1465;PEUGEOT;2018;38;Diesel;130;Manuelle;5;5;68285;21370
1466;FIAT;2018;75;Diesel;130;Manuelle;5;5;67958;15740
1467;DACIA;2022;33;Diesel;130;Manuelle;5;5;5394;25310
1468;PEUGEOT;2018;22;Diesel;130;Manuelle;5;5;90319;28410
1469;FIAT;2018;75;Diesel;130;Manuelle;5;5;67356;16540
1470;FORD;2020;10;Diesel;130;Manuelle;5;5;12;33180
1471;CITROEN;2023;71;Diesel;130;Manuelle;5;5;11;21710
1472;TOYOTA;2019;75;Diesel;130;Manuelle;5;5;72064;23750
1473;OPEL;2019;34;Diesel;130;Manuelle;5;5;61;27590
1474;DACIA;2021;71;Diesel;130;Manuelle;5;5;12;25660
1475;RENAULT;2018;82;Diesel;130;Manuelle;5;5;108750;19370
1476;RENAULT;2017;14;Diesel;130;Manuelle;5;5;77645;18680
1477;FORD;2022;10;Diesel;130;Manuelle;5;5;11;28590
1478;PEUGEOT;2021;21;Diesel;130;Manuelle;5;5;22429;26980
1479;DACIA;2015;27;Diesel;130;Manuelle;5;5;143968;14980
1480;FORD;2020;83;Diesel;130;Manuelle;5;5;12;32910
1481;CITROEN;2020;21;Diesel;130;Manuelle;5;5;19100;19410
1482;PEUGEOT;2015;74;Diesel;130;Manuelle;5;5;134713;19150
1483;DACIA;2022;34;Diesel;130;Manuelle;5;5;12;25280
1484;RENAULT;2020;61;Diesel;130;Manuelle;5;5;11;24620
1485;AUDI;2016;57;Diesel;130;Manuelle;5;5;65028;25050
1486;RENAULT;2022;14;Diesel;130;Manuelle;5;5;11;25280
1487;CITROEN;2019;57;Diesel;130;Manuelle;5;5;22069;19870
1488;RENAULT;2019;33;Diesel;130;Manuelle;5;5;15561;17310
1489;FORD;2017;31;Diesel;130;Manuelle;5;5;84716;14230
1490;RENAULT;2018;21;Diesel;130;Manuelle;5;5;60166;20300
1491;DACIA;2021;14;Diesel;130;Manuelle;5;5;11;23300
1492;RENAULT;2018;82;Diesel;130;Manuelle;5;5;41885;17430
1493;RENAULT;2019;21;Diesel;130;Manuelle;5;5;15981;15880
1494;RENAULT;2018;27;Diesel;130;Manuelle;5;5;12612;24130
1495;RENAULT;2019;14;Diesel;130;Manuelle;5;5;11;21380
1496;OPEL;2015;33;Diesel;130;Manuelle;5;5;105930;13320
1497;RENAULT;2015;82;Diesel;130;Manuelle;5;5;90909;13860
1498;JEEP;2020;30;Diesel;130;Manuelle;5;5;53360;25480
1499;RENAULT;2020;31;Diesel;130;Manuelle;5;5;5265;24440
1500;FIAT;2020;75;Diesel;130;Manuelle;5;5;85382;16710
1501;PEUGEOT;2016;24;Diesel;130;Manuelle;5;5;65880;29260
1502;CITROEN;2011;19;Diesel;130;Manuelle;5;5;183067;8980
1503;DACIA;2018;33;Diesel;130;Manuelle;5;5;78784;16260
1504;PEUGEOT;2020;21;Diesel;130;Manuelle;5;5;31327;25940
1505;RENAULT;2020;33;Diesel;130;Manuelle;5;5;2454;29200
1506;CITROEN;2021;75;Diesel;130;Manuelle;5;5;25928;23500
1507;FORD;2014;28;Diesel;130;Manuelle;5;5;141610;16640
1508;DACIA;2020;77;Diesel;130;Manuelle;5;5;75954;19960
1509;OPEL;2019;17;Diesel;130;Manuelle;5;5;51865;19420
1510;DACIA;2021;31;Diesel;130;Manuelle;5;5;12;23720
1511;RENAULT;2019;21;Diesel;130;Manuelle;5;5;52058;22320
1512;FORD;2022;10;Diesel;130;Manuelle;5;5;11;29670
1513;BMW;2014;72;Diesel;130;Manuelle;5;5;92687;20320
1514;VOLVO;2019;75;Diesel;130;Manuelle;5;5;75580;32250
1515;DACIA;2017;38;Diesel;130;Manuelle;5;5;57000;19350
1516;VOLKSWAGEN;2018;83;Diesel;130;Manuelle;5;5;91257;26130
1517;RENAULT;2019;21;Diesel;130;Manuelle;5;5;59045;18570
1518;FORD;2020;83;Diesel;130;Manuelle;5;5;13;33720
1519;RENAULT;2017;28;Diesel;130;Manuelle;5;5;64528;15970
1520;NISSAN;2017;27;Diesel;130;Manuelle;5;5;26286;27580
1521;RENAULT;2019;33;Diesel;130;Manuelle;5;5;56903;22380
1522;RENAULT;2021;21;Diesel;130;Manuelle;5;5;51250;22480
1523;DACIA;2018;82;Diesel;130;Manuelle;5;5;58440;16870
1524;DACIA;2021;14;Diesel;130;Manuelle;5;5;12;26380
1525;RENAULT;2021;14;Diesel;130;Manuelle;5;5;12;23580
1526;BMW;2017;75;Diesel;130;Manuelle;5;5;35483;34300
1527;DACIA;2018;21;Diesel;130;Manuelle;5;5;55727;20070
1528;CITROEN;2020;74;Diesel;130;Manuelle;5;5;15000;28730
1529;RENAULT;2020;14;Diesel;130;Manuelle;5;5;12;27580
1530;NISSAN;2017;71;Diesel;130;Manuelle;5;5;75468;21530
1531;VOLKSWAGEN;2018;75;Diesel;130;Manuelle;5;5;79186;24580
1532;RENAULT;2018;21;Diesel;130;Manuelle;5;5;41383;22260
1533;RENAULT;2020;21;Diesel;130;Manuelle;5;5;4433;24350
1534;DS;2013;19;Diesel;130;Manuelle;5;5;164546;10480
1535;DACIA;2019;33;Diesel;130;Manuelle;5;5;33308;18590
1536;CITROEN;2018;27;Diesel;130;Manuelle;5;5;107441;21830
1537;FORD;2020;10;Diesel;130;Manuelle;5;5;11;29940
1538;RENAULT;2014;38;Diesel;130;Manuelle;5;5;196440;9870
1539;VOLKSWAGEN;2014;19;Diesel;130;Manuelle;5;5;242240;9100
1540;CITROEN;2020;21;Diesel;130;Manuelle;5;5;16626;21680
1541;OPEL;2021;71;Diesel;130;Manuelle;5;5;5183;23540
1542;OPEL;2018;34;Diesel;130;Manuelle;5;5;42058;19410
1543;ALFA;2013;19;Diesel;130;Manuelle;5;5;134750;11780
1544;OPEL;2018;75;Diesel;130;Manuelle;5;5;67381;18900
1545;RENAULT;2016;33;Diesel;130;Manuelle;5;5;80154;22550
1546;CITROEN;2023;71;Diesel;130;Manuelle;5;5;1680;22940
1547;VOLKSWAGEN;2017;34;Diesel;130;Manuelle;5;5;52097;28870
1548;PEUGEOT;2018;21;Diesel;130;Manuelle;5;5;53313;26480
1549;OPEL;2021;71;Diesel;130;Manuelle;5;5;5600;22380
1550;RENAULT;2018;33;Diesel;130;Manuelle;5;5;80925;20600
1551;BMW;2017;60;Diesel;130;Manuelle;5;5;77844;26730
1552;FIAT;2018;75;Diesel;130;Manuelle;5;5;67032;16700
1553;CITROEN;2016;57;Diesel;130;Manuelle;5;5;89542;15980
1554;OPEL;2018;75;Diesel;130;Manuelle;5;5;58933;15850
1555;FIAT;2020;75;Diesel;130;Manuelle;5;5;52127;14680
1556;OPEL;2020;77;Diesel;130;Manuelle;5;5;12;29790
1557;BMW;2017;24;Diesel;130;Manuelle;5;5;148740;19410
1558;DACIA;2019;33;Diesel;130;Manuelle;5;5;61572;17640
1559;RENAULT;2019;21;Diesel;130;Manuelle;5;5;52365;19670
1560;VOLKSWAGEN;2013;28;Diesel;130;Manuelle;5;5;195000;9980
1561;RENAULT;2019;33;Diesel;130;Manuelle;5;5;19110;21780
1562;RENAULT;2021;21;Diesel;130;Manuelle;5;5;37988;21260
1563;PEUGEOT;2019;22;Diesel;130;Manuelle;5;5;114366;22560
1564;RENAULT;2019;14;Diesel;130;Manuelle;5;5;22049;22600
1565;MINI;2015;19;Diesel;130;Manuelle;5;5;108672;16940
1566;RENAULT;2021;33;Diesel;130;Manuelle;5;5;8193;19340
1567;BMW;2019;87;Diesel;130;Manuelle;5;5;50480;22370
1568;OPEL;2021;71;Diesel;130;Manuelle;5;5;12859;32190
1569;RENAULT;2018;21;Diesel;130;Manuelle;5;5;62381;20890
1570;RENAULT;2018;29;Diesel;130;Manuelle;5;5;42920;24340
1571;RENAULT;2019;33;Diesel;130;Manuelle;5;5;47678;20020
1572;NISSAN;2012;71;Diesel;130;Manuelle;5;5;188899;9970
1573;DACIA;2021;77;Diesel;130;Manuelle;5;5;12;25330
1574;SEAT;2020;57;Diesel;130;Manuelle;5;5;26799;18460
1575;HYUNDAI;2015;10;Diesel;130;Manuelle;5;5;151248;18370
1576;OPEL;2022;14;Diesel;130;Manuelle;5;5;8259;23140
1577;RENAULT;2018;56;Diesel;130;Manuelle;5;5;18185;24590
1578;PEUGEOT;2022;13;Diesel;130;Manuelle;5;5;5740;29750
1579;VOLVO;2020;35;Diesel;130;Manuelle;5;5;101867;32080
1580;RENAULT;2020;70;Diesel;130;Manuelle;5;5;40849;22380
1581;AUDI;2019;44;Diesel;130;Manuelle;5;5;90258;34780
1582;CITROEN;2013;13;Diesel;130;Manuelle;5;5;58442;15320
1583;PEUGEOT;2022;31;Diesel;130;Manuelle;5;5;4748;32000
1584;PEUGEOT;2018;31;Diesel;130;Manuelle;5;5;59850;24130
1585;CITROEN;2021;70;Diesel;130;Manuelle;5;5;64708;13170
1586;PEUGEOT;2022;12;Diesel;130;Manuelle;5;5;12;30990
1587;DACIA;2020;31;Diesel;130;Manuelle;5;5;11;24180
1588;DS;2019;71;Diesel;130;Manuelle;5;5;7630;29960
1589;CITROEN;2021;63;Diesel;130;Manuelle;5;5;16553;18360
1590;SEAT;2019;35;Diesel;130;Manuelle;5;5;65274;16260
1591;CITROEN;2019;76;Diesel;130;Manuelle;5;5;22630;23350
1592;CITROEN;2020;69;Diesel;130;Manuelle;5;5;3443;30840
1593;PEUGEOT;2012;69;Diesel;130;Manuelle;5;5;186006;6450
1594;VOLKSWAGEN;2020;59;Diesel;130;Manuelle;5;5;60879;31800
1595;RENAULT;2020;78;Diesel;130;Manuelle;5;5;68024;15100
1596;CITROEN;2022;52;Diesel;130;Manuelle;5;5;111;23280
1597;CITROEN;2020;31;Diesel;130;Manuelle;5;5;3558;31860
1598;CITROEN;2022;78;Diesel;130;Manuelle;5;5;3041;27240
1599;OPEL;2020;91;Diesel;130;Manuelle;5;5;8120;26560
1600;PEUGEOT;2022;81;Diesel;130;Manuelle;5;5;12;32470
1601;RENAULT;2020;5;Diesel;130;Manuelle;5;5;55625;23110
1602;DACIA;2018;93;Diesel;130;Manuelle;5;5;100141;15750
1603;AUDI;2021;13;Diesel;130;Manuelle;5;5;15646;38420
1604;CITROEN;2020;64;Diesel;130;Manuelle;5;5;6956;23970
1605;PEUGEOT;2022;34;Diesel;130;Manuelle;5;5;12;32050
1606;FORD;2019;80;Diesel;130;Manuelle;5;5;23760;28300
1607;OPEL;2014;27;Diesel;130;Manuelle;5;5;149090;14980
1608;BMW;2014;93;Diesel;130;Manuelle;5;5;110122;20570
1609;CITROEN;2019;25;Diesel;130;Manuelle;5;5;52939;14930
1610;CITROEN;2020;13;Diesel;130;Manuelle;5;5;4161;23880
1611;CITROEN;2011;93;Diesel;130;Manuelle;5;5;129841;15580
1612;CITROEN;2018;56;Diesel;130;Manuelle;5;5;124248;14620
1613;PEUGEOT;2019;93;Diesel;130;Manuelle;5;5;39659;22050
1614;CUPRA;2022;17;Diesel;130;Manuelle;5;5;5550;42150
1615;PEUGEOT;2020;13;Diesel;130;Manuelle;5;5;3334;29740
1616;OPEL;2020;13;Diesel;130;Manuelle;5;5;6900;17790
1617;CITROEN;2021;77;Diesel;130;Manuelle;5;5;6000;25910
1618;CITROEN;2021;31;Diesel;130;Manuelle;5;5;5859;28780
1619;DACIA;2021;27;Diesel;130;Manuelle;5;5;10;22490
1620;RENAULT;2015;14;Diesel;130;Manuelle;5;5;96652;13990
1621;SEAT;2019;14;Diesel;130;Manuelle;5;5;49299;24990
1622;FIAT;2016;84;Diesel;130;Manuelle;5;5;74871;12990
1623;FIAT;2018;11;Diesel;130;Manuelle;5;5;54806;13990
1624;CITROEN;2021;31;Diesel;130;Manuelle;5;5;6186;19880
1625;MINI;2017;14;Diesel;130;Manuelle;5;5;126810;17490
1626;SEAT;2015;31;Diesel;130;Manuelle;5;5;107649;9500
